x,y
-24.0,555.0810798583343
-23.8,544.966090246983
-23.6,495.82177010307436
-23.400000000000002,626.052362907178
-23.200000000000003,477.80873849163544
-23.000000000000004,523.6393734574085
-22.800000000000004,531.6666958010193
-22.600000000000005,544.4037036578278
-22.400000000000006,486.5128890448204
-22.200000000000006,479.3996082289623
-22.000000000000007,377.0936726594322
-21.800000000000008,506.90822749329334
-21.60000000000001,427.8671870434854
-21.40000000000001,497.7890529985628
-21.20000000000001,433.2145121250163
-21.00000000000001,382.267202921455
-20.80000000000001,450.90414811594286
-20.600000000000012,401.51580774271105
-20.400000000000013,398.08258097979297
-20.200000000000014,365.50355075974886
-20.000000000000014,351.04730471112686
-19.800000000000015,378.4808488799042
-19.600000000000016,424.50832003950677
-19.400000000000016,315.92127562708765
-19.200000000000017,390.5646083137453
-19.000000000000018,381.04632637770203
-18.80000000000002,403.4894904176655
-18.60000000000002,332.88790699792474
-18.40000000000002,347.11412656674133
-18.20000000000002,341.744882611858
-18.00000000000002,343.43036752393886
-17.800000000000022,319.2359189421885
-17.600000000000023,300.27266495138394
-17.400000000000023,381.43458695337887
-17.200000000000024,257.4309703344042
-17.000000000000025,353.4079139829665
-16.800000000000026,281.94744369944766
-16.600000000000026,238.98631565464697
-16.400000000000027,266.0347782228454
-16.200000000000028,185.43878705447315
-16.00000000000003,166.62240694406637
-15.80000000000003,242.47291019253635
-15.60000000000003,294.3665392969116
-15.40000000000003,133.19546515592083
-15.200000000000031,184.5940251620479
-15.000000000000032,246.2374217124146
-14.800000000000033,118.7829582061578
-14.600000000000033,232.80336010311652
-14.400000000000034,183.232889063813
-14.200000000000035,188.11644849928285
-14.000000000000036,208.60853227204996
-13.800000000000036,121.53918151928049
-13.600000000000037,151.20962618803614
-13.400000000000038,202.90322050510989
-13.200000000000038,147.26177534460916
-13.000000000000039,202.65054609964892
-12.80000000000004,157.00914641532955
-12.60000000000004,185.95104459850788
-12.400000000000041,140.76915398938155
-12.200000000000042,242.08518993202208
-12.000000000000043,159.2148759136786
-11.800000000000043,113.94336480757349
-11.600000000000044,58.06938514564459
-11.400000000000045,138.4163687617151
-11.200000000000045,129.6569500965755
-11.000000000000046,91.00790605729111
-10.800000000000047,69.04227661692984
-10.600000000000048,120.39301304780908
-10.400000000000048,91.20862566097041
-10.200000000000049,177.2509579655606
-10.00000000000005,181.5232544103448
-9.80000000000005,115.88003328065942
-9.600000000000051,80.15338538368214
-9.400000000000052,176.93378333548452
-9.200000000000053,53.655136062425115
-9.000000000000053,77.91473820467289
-8.800000000000054,106.89097697401405
-8.600000000000055,34.93644802948972
-8.400000000000055,94.76972183909942
-8.200000000000056,70.67589905835392
-8.000000000000057,99.01410199518368
-7.8000000000000576,12.414512910763975
-7.600000000000058,92.54630946554366
-7.400000000000059,141.58382687679205
-7.20000000000006,59.475800781085326
-7.00000000000006,16.932045950464932
-6.800000000000061,19.32530072714652
-6.600000000000062,-118.99191856198601
-6.4000000000000625,124.57652661074862
-6.200000000000063,19.060235367693416
-6.000000000000064,-5.9172668389341325
-5.800000000000065,64.93961886129395
-5.600000000000065,68.474998409737
-5.400000000000066,116.05147544727964
-5.200000000000067,16.001079388622635
-5.0000000000000675,-11.97236352724969
-4.800000000000068,14.66569991887982
-4.600000000000069,-46.62115709050538
-4.40000000000007,24.93035419929088
-4.20000000000007,-31.37137351826989
-4.000000000000071,-7.3456374978169166
-3.8000000000000718,54.21480445572999
-3.6000000000000725,129.72584244908003
-3.400000000000073,-44.492409667882896
-3.200000000000074,28.35678548353531
-3.0000000000000746,-32.8700758720238
-2.8000000000000753,-53.2785645398598
-2.600000000000076,5.3183608313523365
-2.4000000000000767,77.1919905815073
-2.2000000000000774,-7.846969037338214
-2.000000000000078,-11.509308009815516
-1.8000000000000789,7.853364608266665
-1.6000000000000796,11.03598217975802
-1.4000000000000803,-38.72468073133896
-1.200000000000081,-1.3471025973597746
-1.0000000000000817,19.73036797528743
-0.8000000000000824,36.02384299963737
-0.6000000000000831,45.82699187198777
-0.40000000000008384,-80.60011333989776
-0.20000000000008455,-42.50337280891708
-8.526512829121202e-14,-72.27902643963752
0.19999999999991402,-51.53499061012494
0.3999999999999133,92.29993626526944
0.5999999999999126,48.55685130176694
0.7999999999999119,14.657615254364089
0.9999999999999112,-91.85874682003029
1.1999999999999105,-14.877159830967482
1.3999999999999098,48.43189395560178
1.599999999999909,-26.93725854204712
1.7999999999999083,-62.51585541237279
1.9999999999999076,71.7237630162055
2.199999999999907,23.395858581657798
2.399999999999906,78.06659964543394
2.5999999999999055,45.37804260158982
2.799999999999905,-27.243225479631032
2.999999999999904,23.227934460033666
3.1999999999999034,14.786801871895975
3.3999999999999027,81.5541375183356
3.599999999999902,-18.156815327138677
3.7999999999999012,-88.26616751366046
3.9999999999999005,26.28849809881659
4.1999999999999,-2.8457680450070555
4.399999999999899,-29.110025595894726
4.599999999999898,-25.523829214211446
4.799999999999898,55.71683043998376
4.999999999999897,-2.611999649191773
5.199999999999896,18.17262455660931
5.3999999999998956,34.96892057725199
5.599999999999895,56.21289750355833
5.799999999999894,-19.644714078514568
5.999999999999893,68.79803357396727
6.199999999999893,77.73856083044234
6.399999999999892,-26.739489784387544
6.599999999999891,43.70676101741664
6.799999999999891,145.12000659046305
6.99999999999989,31.40004118766114
7.199999999999889,122.84414665671491
